21,349,518
32,328,518
45,359,518
56,330,518
68,354,518
79,354,518
92,342,518
103,370,518
115,346,518
126,377,518
139,366,518
150,367,518
162,391,518
175,372,518
186,413,518
198,408,518
209,426,518
222,449,518
233,431,518
245,458,518
257,418,518
269,400,518
281,367,518
292,313,518
305,320,518
316,281,518
328,300,518
339,297,518
352,284,518
363,312,518
375,281,518
388,311,518
399,299,518
411,294,518
422,315,518
435,284,518
446,316,518
458,300,518
471,295,518
485,317,518
498,297,518
512,292,518
525,321,518
538,303,518
552,294,518
566,323,518
579,309,518
592,297,518
606,326,518
620,318,518
633,301,518
647,328,518
660,324,518
674,303,518
688,326,518
701,321,518
714,299,518
728,318,518
742,329,518
755,306,518
769,322,518
782,333,518
795,302,518
809,324,518
823,336,518
836,311,518
849,314,518
863,334,518
877,303,518
890,308,518
904,322,518
917,314,518
930,315,518
945,340,518
958,310,518
971,320,518
985,340,518
998,314,518
1012,309,518
1027,328,518
1041,328,518
1055,342,518
1070,289,518
1085,301,518
1099,324,518
1114,316,518
1128,346,518
1143,361,518
1158,345,518
1172,340,518
1186,366,518
1201,372,518
1216,344,518
1230,364,518
1245,385,518
1259,376,518
1274,368,518
1289,400,518
1303,425,518
1317,418,518
1332,420,518
1347,440,518
1361,416,518
1376,359,518
1390,331,518
1404,327,518
1420,302,518
1434,283,518
1448,302,518
1463,318,518
1478,307,518
1492,295,518
1507,321,518
1521,325,518
1536,301,518
1551,313,518
1565,335,518
1580,322,518
1594,304,518
1609,324,518
1624,337,518
1638,314,518
1652,305,518
1667,328,518
1682,328,518
1696,303,518
1711,308,518
1725,329,518
1740,324,518
1755,303,518
1769,317,518
1783,336,518
1798,316,518
1813,311,518
1827,332,518
1842,332,518
1856,310,518
1870,311,518
1886,332,518
1900,326,518
1914,308,518
1929,324,518
1944,343,518
1958,325,518
1973,311,518
1987,335,518
2001,340,518
2017,321,518
2031,317,518
2045,342,518
2060,329,518
2075,307,518
2089,323,518
2104,340,518
2118,365,518
2132,288,518
2148,291,518
2162,340,518
2177,319,518
2191,338,518
2206,360,518
2221,353,518
2235,333,518
2249,351,518
2264,373,518
2279,356,518
2293,350,518
2308,370,518
2322,387,518
2336,371,518
2352,384,518
2366,422,518
2380,430,518
2395,424,518
2410,438,518
2424,445,518
2439,394,518
2453,339,518
2467,331,518
2483,321,518
2497,291,518
2511,288,518
2526,310,518
2541,311,518
2555,285,518
2570,298,518
2584,316,518
2598,301,518
2614,286,518
2628,301,518
2642,312,518
2657,289,518
2672,287,518
2686,310,518
2701,308,518
2715,287,518
2729,296,518
2745,320,518
2759,306,518
2774,288,518
2788,311,518
2802,323,518
2818,301,518
2832,302,518
2846,324,518
2861,322,518
2876,304,518
2890,310,518
2905,328,518
2919,315,518
2933,301,518
2949,322,518
2963,331,518
2977,311,518
2992,304,518
3007,326,518
3021,330,518
3036,308,518
3050,315,518
3064,340,518
3080,328,518
3094,316,518
3108,332,518
3123,347,518
3138,323,518
3152,316,518
3167,334,518
3181,339,518
3195,311,518
3211,345,518
3225,336,518
3239,290,518
3254,295,518
3268,334,518
3283,363,518
3298,344,518
3312,338,518
3326,364,518
3342,366,518
3356,350,518
3371,353,518
3385,378,518
3399,374,518
3415,361,518
3429,387,518
3443,413,518
3458,411,518
3473,418,518
3487,453,518
3502,465,518
